station,year,month,day,hour,wind_direction,wind_speed,wind_steadiness,pressure,temperature_at_2m,temperature_at_10m,temperature_at_top,relative_humidity,precipitation,date,timestamp
BRW,2016,3,24,0,67,2.5,99,1009.1,-17.9,-17.9,,,,2016-03-24 00:00:00,2016-03-24 00:00:00
BRW,2016,3,24,1,71,1.9,98,1009.02,-17.9,-17.9,,,,2016-03-24 00:00:00,2016-03-24 01:00:00
BRW,2016,3,24,2,98,0.9,98,1009.01,-17.9,-17.8,,,,2016-03-24 00:00:00,2016-03-24 02:00:00
BRW,2016,3,24,3,131,2.3,97,1008.86,-18.0,-17.9,,,,2016-03-24 00:00:00,2016-03-24 03:00:00
BRW,2016,3,24,4,170,0.9,95,1008.71,-18.1,-17.9,,,,2016-03-24 00:00:00,2016-03-24 04:00:00
BRW,2016,3,24,5,159,1.8,85,1008.59,-18.2,-18.0,,,,2016-03-24 00:00:00,2016-03-24 05:00:00
BRW,2016,3,24,6,205,1.9,99,1008.42,-18.1,-17.9,,,,2016-03-24 00:00:00,2016-03-24 06:00:00
BRW,2016,3,24,7,210,2.2,100,1008.21,-17.9,-17.6,,,,2016-03-24 00:00:00,2016-03-24 07:00:00
BRW,2016,3,24,8,172,3.0,94,1008.18,-17.7,-17.4,,,,2016-03-24 00:00:00,2016-03-24 08:00:00
BRW,2016,3,24,9,261,1.4,44,1008.12,-16.9,-16.3,,,,2016-03-24 00:00:00,2016-03-24 09:00:00
BRW,2016,3,24,10,335,2.3,91,1007.96,-16.2,-15.9,,,,2016-03-24 00:00:00,2016-03-24 10:00:00
BRW,2016,3,24,11,179,2.0,93,1007.92,-17.0,-16.5,,,,2016-03-24 00:00:00,2016-03-24 11:00:00
BRW,2016,3,24,12,170,1.6,96,1007.84,-17.1,-16.6,,,,2016-03-24 00:00:00,2016-03-24 12:00:00
BRW,2016,3,24,13,113,2.3,71,1007.76,-17.2,-16.7,,,,2016-03-24 00:00:00,2016-03-24 13:00:00
BRW,2016,3,24,14,137,2.6,98,1007.59,-17.4,-16.8,,,,2016-03-24 00:00:00,2016-03-24 14:00:00
BRW,2016,3,24,15,123,3.8,98,1007.47,-17.4,-16.6,,,,2016-03-24 00:00:00,2016-03-24 15:00:00
BRW,2016,3,24,16,105,3.1,97,1007.28,-17.1,-16.8,,,,2016-03-24 00:00:00,2016-03-24 16:00:00
BRW,2016,3,24,17,140,2.9,87,1007.12,-17.1,-16.5,,,,2016-03-24 00:00:00,2016-03-24 17:00:00
BRW,2016,3,24,18,260,1.6,49,1007.13,-16.7,-16.3,,,,2016-03-24 00:00:00,2016-03-24 18:00:00
BRW,2016,3,24,19,310,2.0,95,1007.31,-16.2,-16.1,,,,2016-03-24 00:00:00,2016-03-24 19:00:00
BRW,2016,3,24,20,323,1.5,79,1007.21,-16.1,-16.0,,,,2016-03-24 00:00:00,2016-03-24 20:00:00
BRW,2016,3,24,21,225,2.9,89,1007.27,-16.0,-16.0,,,,2016-03-24 00:00:00,2016-03-24 21:00:00
BRW,2016,3,24,22,246,2.4,91,1007.21,-15.8,-15.8,,,,2016-03-24 00:00:00,2016-03-24 22:00:00
BRW,2016,3,24,23,235,4.6,96,1007.18,-15.8,-15.8,,,,2016-03-24 00:00:00,2016-03-24 23:00:00
