station,year,month,day,hour,wind_direction,wind_speed,wind_steadiness,pressure,temperature_at_2m,temperature_at_10m,temperature_at_top,relative_humidity,precipitation,date,timestamp
BRW,2016,5,12,0,144,3.6,99,1018.18,1.7,2.4,,,,2016-05-12 00:00:00,2016-05-12 00:00:00
BRW,2016,5,12,1,184,2.7,93,1018.26,2.2,3.3,,,,2016-05-12 00:00:00,2016-05-12 01:00:00
BRW,2016,5,12,2,206,2.6,100,1018.41,2.3,3.9,,,,2016-05-12 00:00:00,2016-05-12 02:00:00
BRW,2016,5,12,3,198,2.9,100,1018.64,2.2,3.6,,,,2016-05-12 00:00:00,2016-05-12 03:00:00
BRW,2016,5,12,4,184,3.0,99,1018.63,2.0,3.6,,,,2016-05-12 00:00:00,2016-05-12 04:00:00
BRW,2016,5,12,5,185,3.8,100,1018.75,2.0,3.5,,,,2016-05-12 00:00:00,2016-05-12 05:00:00
BRW,2016,5,12,6,189,3.5,99,1018.89,1.7,3.1,,,,2016-05-12 00:00:00,2016-05-12 06:00:00
BRW,2016,5,12,7,170,1.8,93,1018.95,1.7,3.9,,,,2016-05-12 00:00:00,2016-05-12 07:00:00
BRW,2016,5,12,8,175,3.4,99,1019.35,1.7,2.9,,,,2016-05-12 00:00:00,2016-05-12 08:00:00
BRW,2016,5,12,9,174,4.0,99,1019.37,1.9,3.3,,,,2016-05-12 00:00:00,2016-05-12 09:00:00
BRW,2016,5,12,10,164,4.5,100,1019.48,1.9,3.0,,,,2016-05-12 00:00:00,2016-05-12 10:00:00
BRW,2016,5,12,11,170,5.6,99,1019.53,1.8,2.6,,,,2016-05-12 00:00:00,2016-05-12 11:00:00
BRW,2016,5,12,12,196,5.9,100,1019.87,1.7,2.5,,,,2016-05-12 00:00:00,2016-05-12 12:00:00
BRW,2016,5,12,13,213,4.5,99,1020.42,1.5,2.4,,,,2016-05-12 00:00:00,2016-05-12 13:00:00
BRW,2016,5,12,14,227,5.3,99,1021.11,1.7,2.6,,,,2016-05-12 00:00:00,2016-05-12 14:00:00
BRW,2016,5,12,15,251,5.1,100,1021.67,1.7,2.2,,,,2016-05-12 00:00:00,2016-05-12 15:00:00
BRW,2016,5,12,16,258,4.0,99,1022.33,1.4,1.6,,,,2016-05-12 00:00:00,2016-05-12 16:00:00
BRW,2016,5,12,17,253,3.9,99,1023.12,1.8,2.0,,,,2016-05-12 00:00:00,2016-05-12 17:00:00
BRW,2016,5,12,18,236,4.0,100,1023.99,1.9,2.3,,,,2016-05-12 00:00:00,2016-05-12 18:00:00
BRW,2016,5,12,19,222,4.0,99,1024.6,2.1,2.5,,,,2016-05-12 00:00:00,2016-05-12 19:00:00
BRW,2016,5,12,20,233,5.0,100,1025.17,2.9,3.3,,,,2016-05-12 00:00:00,2016-05-12 20:00:00
BRW,2016,5,12,21,225,4.6,100,1025.6,2.6,3.6,,,,2016-05-12 00:00:00,2016-05-12 21:00:00
BRW,2016,5,12,22,206,3.2,100,1026.16,2.6,3.6,,,,2016-05-12 00:00:00,2016-05-12 22:00:00
BRW,2016,5,12,23,202,3.3,100,1026.39,2.9,3.9,,,,2016-05-12 00:00:00,2016-05-12 23:00:00
