station,year,month,day,hour,wind_direction,wind_speed,wind_steadiness,pressure,temperature_at_2m,temperature_at_10m,temperature_at_top,relative_humidity,precipitation,date,timestamp
BRW,2016,4,1,0,291,4.2,100,1034.62,-23.3,-23.2,,,,2016-04-01 00:00:00,2016-04-01 00:00:00
BRW,2016,4,1,1,298,3.6,100,1034.67,-23.3,-23.2,,,,2016-04-01 00:00:00,2016-04-01 01:00:00
BRW,2016,4,1,2,303,2.5,99,1034.57,-24.0,-23.5,,,,2016-04-01 00:00:00,2016-04-01 02:00:00
BRW,2016,4,1,3,314,2.9,99,1034.27,-24.5,-23.4,,,,2016-04-01 00:00:00,2016-04-01 03:00:00
BRW,2016,4,1,4,314,2.9,100,1034.0,-24.9,-23.7,,,,2016-04-01 00:00:00,2016-04-01 04:00:00
BRW,2016,4,1,5,310,2.2,100,1033.99,-25.6,-24.0,,,,2016-04-01 00:00:00,2016-04-01 05:00:00
BRW,2016,4,1,6,310,1.7,100,1034.03,-25.5,-24.1,,,,2016-04-01 00:00:00,2016-04-01 06:00:00
BRW,2016,4,1,7,313,6.0,98,1033.95,-25.2,-24.1,,,,2016-04-01 00:00:00,2016-04-01 07:00:00
BRW,2016,4,1,8,350,3.5,100,1033.73,-25.1,-24.1,,,,2016-04-01 00:00:00,2016-04-01 08:00:00
BRW,2016,4,1,9,21,2.3,97,1033.34,-26.1,-24.5,,,,2016-04-01 00:00:00,2016-04-01 09:00:00
BRW,2016,4,1,10,38,3.1,99,1032.81,-27.1,-24.8,,,,2016-04-01 00:00:00,2016-04-01 10:00:00
BRW,2016,4,1,11,60,2.8,99,1032.43,-27.6,-25.3,,,,2016-04-01 00:00:00,2016-04-01 11:00:00
BRW,2016,4,1,12,58,4.1,100,1032.05,-29.2,-25.4,,,,2016-04-01 00:00:00,2016-04-01 12:00:00
BRW,2016,4,1,13,81,4.1,99,1031.79,-29.7,-26.0,,,,2016-04-01 00:00:00,2016-04-01 13:00:00
BRW,2016,4,1,14,83,4.4,99,1031.43,-30.4,-26.3,,,,2016-04-01 00:00:00,2016-04-01 14:00:00
BRW,2016,4,1,15,69,4.5,100,1031.03,-30.9,-26.6,,,,2016-04-01 00:00:00,2016-04-01 15:00:00
BRW,2016,4,1,16,70,3.9,100,1030.82,-30.5,-26.7,,,,2016-04-01 00:00:00,2016-04-01 16:00:00
BRW,2016,4,1,17,64,3.6,100,1030.46,-30.3,-27.1,,,,2016-04-01 00:00:00,2016-04-01 17:00:00
BRW,2016,4,1,18,63,3.4,100,1030.17,-29.2,-27.5,,,,2016-04-01 00:00:00,2016-04-01 18:00:00
BRW,2016,4,1,19,60,3.5,100,1029.68,-27.6,-26.8,,,,2016-04-01 00:00:00,2016-04-01 19:00:00
BRW,2016,4,1,20,64,3.9,100,1029.44,-26.4,-26.2,,,,2016-04-01 00:00:00,2016-04-01 20:00:00
BRW,2016,4,1,21,63,4.9,100,1029.18,-25.7,-25.7,,,,2016-04-01 00:00:00,2016-04-01 21:00:00
BRW,2016,4,1,22,59,6.3,100,1028.46,-25.4,-25.4,,,,2016-04-01 00:00:00,2016-04-01 22:00:00
BRW,2016,4,1,23,65,6.3,100,1027.89,-25.0,-25.0,,,,2016-04-01 00:00:00,2016-04-01 23:00:00
