station,year,month,day,hour,wind_direction,wind_speed,wind_steadiness,pressure,temperature_at_2m,temperature_at_10m,temperature_at_top,relative_humidity,precipitation,date,timestamp
BRW,2016,5,17,0,77,5.9,99,1029.49,-4.0,-4.5,,,,2016-05-17 00:00:00,2016-05-17 00:00:00
BRW,2016,5,17,1,77,6.1,99,1029.2,-4.0,-4.4,,,,2016-05-17 00:00:00,2016-05-17 01:00:00
BRW,2016,5,17,2,79,6.6,99,1029.12,-4.1,-4.5,,,,2016-05-17 00:00:00,2016-05-17 02:00:00
BRW,2016,5,17,3,83,6.8,99,1029.3,-4.4,-4.7,,,,2016-05-17 00:00:00,2016-05-17 03:00:00
BRW,2016,5,17,4,79,6.8,100,1029.16,-4.2,-4.5,,,,2016-05-17 00:00:00,2016-05-17 04:00:00
BRW,2016,5,17,5,80,6.7,100,1029.44,-4.2,-4.4,,,,2016-05-17 00:00:00,2016-05-17 05:00:00
BRW,2016,5,17,6,77,6.9,100,1029.5,-4.8,-4.9,,,,2016-05-17 00:00:00,2016-05-17 06:00:00
BRW,2016,5,17,7,77,6.6,100,1029.7,-5.5,-5.5,,,,2016-05-17 00:00:00,2016-05-17 07:00:00
BRW,2016,5,17,8,79,6.7,99,1029.88,-5.8,-5.7,,,,2016-05-17 00:00:00,2016-05-17 08:00:00
BRW,2016,5,17,9,89,7.2,100,1029.96,-5.5,-5.5,,,,2016-05-17 00:00:00,2016-05-17 09:00:00
BRW,2016,5,17,10,83,7.2,99,1030.15,-5.8,-5.8,,,,2016-05-17 00:00:00,2016-05-17 10:00:00
BRW,2016,5,17,11,89,6.7,99,1030.1,-5.9,-5.9,,,,2016-05-17 00:00:00,2016-05-17 11:00:00
BRW,2016,5,17,12,91,7.0,99,1030.24,-6.1,-6.1,,,,2016-05-17 00:00:00,2016-05-17 12:00:00
BRW,2016,5,17,13,86,7.4,99,1030.41,-6.3,-6.3,,,,2016-05-17 00:00:00,2016-05-17 13:00:00
BRW,2016,5,17,14,93,7.2,99,1030.41,-6.1,-6.1,,,,2016-05-17 00:00:00,2016-05-17 14:00:00
BRW,2016,5,17,15,96,7.2,99,1030.38,-5.8,-5.8,,,,2016-05-17 00:00:00,2016-05-17 15:00:00
BRW,2016,5,17,16,97,7.0,100,1030.39,-5.1,-5.1,,,,2016-05-17 00:00:00,2016-05-17 16:00:00
BRW,2016,5,17,17,97,6.9,99,1030.71,-4.4,-4.5,,,,2016-05-17 00:00:00,2016-05-17 17:00:00
BRW,2016,5,17,18,88,7.0,99,1030.68,-4.2,-4.4,,,,2016-05-17 00:00:00,2016-05-17 18:00:00
BRW,2016,5,17,19,82,6.9,100,1030.82,-4.3,-4.6,,,,2016-05-17 00:00:00,2016-05-17 19:00:00
BRW,2016,5,17,20,84,6.6,99,1030.62,-4.0,-4.4,,,,2016-05-17 00:00:00,2016-05-17 20:00:00
BRW,2016,5,17,21,79,6.5,100,1030.45,-3.8,-4.3,,,,2016-05-17 00:00:00,2016-05-17 21:00:00
BRW,2016,5,17,22,68,6.4,100,1030.21,-3.6,-4.3,,,,2016-05-17 00:00:00,2016-05-17 22:00:00
BRW,2016,5,17,23,66,6.9,100,1029.76,-3.5,-4.2,,,,2016-05-17 00:00:00,2016-05-17 23:00:00
