station,year,month,day,hour,wind_direction,wind_speed,wind_steadiness,pressure,temperature_at_2m,temperature_at_10m,temperature_at_top,relative_humidity,precipitation,date,timestamp
BRW,2016,4,16,0,86,9.1,100,1024.5,-14.7,-14.7,,,,2016-04-16 00:00:00,2016-04-16 00:00:00
BRW,2016,4,16,1,86,8.6,99,1024.7,-14.6,-14.6,,,,2016-04-16 00:00:00,2016-04-16 01:00:00
BRW,2016,4,16,2,75,7.7,99,1024.65,-14.8,-14.8,,,,2016-04-16 00:00:00,2016-04-16 02:00:00
BRW,2016,4,16,3,78,7.4,100,1024.78,-15.0,-15.0,,,,2016-04-16 00:00:00,2016-04-16 03:00:00
BRW,2016,4,16,4,77,7.0,99,1025.16,-15.1,-15.1,,,,2016-04-16 00:00:00,2016-04-16 04:00:00
BRW,2016,4,16,5,76,7.1,100,1025.4,-15.1,-15.0,,,,2016-04-16 00:00:00,2016-04-16 05:00:00
BRW,2016,4,16,6,83,6.9,99,1025.54,-14.6,-14.4,,,,2016-04-16 00:00:00,2016-04-16 06:00:00
BRW,2016,4,16,7,79,6.9,99,1025.68,-14.2,-14.0,,,,2016-04-16 00:00:00,2016-04-16 07:00:00
BRW,2016,4,16,8,73,7.0,99,1025.85,-14.3,-14.1,,,,2016-04-16 00:00:00,2016-04-16 08:00:00
BRW,2016,4,16,9,71,6.8,99,1026.04,-14.6,-14.4,,,,2016-04-16 00:00:00,2016-04-16 09:00:00
BRW,2016,4,16,10,73,6.6,99,1026.03,-14.8,-14.7,,,,2016-04-16 00:00:00,2016-04-16 10:00:00
BRW,2016,4,16,11,67,6.3,99,1026.02,-15.0,-14.8,,,,2016-04-16 00:00:00,2016-04-16 11:00:00
BRW,2016,4,16,12,69,6.6,99,1026.16,-15.1,-15.0,,,,2016-04-16 00:00:00,2016-04-16 12:00:00
BRW,2016,4,16,13,65,6.0,99,1026.34,-15.5,-15.4,,,,2016-04-16 00:00:00,2016-04-16 13:00:00
BRW,2016,4,16,14,70,6.1,99,1026.4,-16.1,-16.0,,,,2016-04-16 00:00:00,2016-04-16 14:00:00
BRW,2016,4,16,15,79,5.7,99,1026.47,-16.2,-16.1,,,,2016-04-16 00:00:00,2016-04-16 15:00:00
BRW,2016,4,16,16,78,5.2,99,1026.7,-16.3,-16.3,,,,2016-04-16 00:00:00,2016-04-16 16:00:00
BRW,2016,4,16,17,69,4.6,99,1026.79,-16.0,-16.0,,,,2016-04-16 00:00:00,2016-04-16 17:00:00
BRW,2016,4,16,18,76,4.8,99,1026.91,-15.8,-15.8,,,,2016-04-16 00:00:00,2016-04-16 18:00:00
BRW,2016,4,16,19,72,4.8,99,1026.92,-15.7,-15.8,,,,2016-04-16 00:00:00,2016-04-16 19:00:00
BRW,2016,4,16,20,72,4.5,99,1027.03,-15.4,-15.6,,,,2016-04-16 00:00:00,2016-04-16 20:00:00
BRW,2016,4,16,21,67,4.3,99,1027.04,-15.2,-15.3,,,,2016-04-16 00:00:00,2016-04-16 21:00:00
BRW,2016,4,16,22,65,4.3,99,1027.1,-14.9,-15.0,,,,2016-04-16 00:00:00,2016-04-16 22:00:00
BRW,2016,4,16,23,71,4.9,99,1026.99,-14.9,-15.0,,,,2016-04-16 00:00:00,2016-04-16 23:00:00
