station,year,month,day,hour,wind_direction,wind_speed,wind_steadiness,pressure,temperature_at_2m,temperature_at_10m,temperature_at_top,relative_humidity,precipitation,date,timestamp
BRW,2016,3,26,0,166,2.3,100,1007.46,-18.0,-18.0,,,,2016-03-26 00:00:00,2016-03-26 00:00:00
BRW,2016,3,26,1,147,2.4,99,1007.43,-18.0,-18.0,,,,2016-03-26 00:00:00,2016-03-26 01:00:00
BRW,2016,3,26,2,106,2.1,94,1007.22,-17.8,-17.8,,,,2016-03-26 00:00:00,2016-03-26 02:00:00
BRW,2016,3,26,3,122,2.7,88,1006.94,-18.0,-17.9,,,,2016-03-26 00:00:00,2016-03-26 03:00:00
BRW,2016,3,26,4,147,3.0,98,1006.72,-18.5,-18.5,,,,2016-03-26 00:00:00,2016-03-26 04:00:00
BRW,2016,3,26,5,175,2.8,100,1006.62,-19.0,-19.0,,,,2016-03-26 00:00:00,2016-03-26 05:00:00
BRW,2016,3,26,6,174,3.0,99,1006.81,-19.4,-19.4,,,,2016-03-26 00:00:00,2016-03-26 06:00:00
BRW,2016,3,26,7,173,2.1,100,1006.68,-19.5,-19.4,,,,2016-03-26 00:00:00,2016-03-26 07:00:00
BRW,2016,3,26,8,185,2.0,100,1006.67,-19.4,-19.3,,,,2016-03-26 00:00:00,2016-03-26 08:00:00
BRW,2016,3,26,9,193,1.7,100,1006.57,-19.3,-19.2,,,,2016-03-26 00:00:00,2016-03-26 09:00:00
BRW,2016,3,26,10,201,2.9,100,1006.56,-19.1,-19.0,,,,2016-03-26 00:00:00,2016-03-26 10:00:00
BRW,2016,3,26,11,199,4.1,99,1006.55,-19.0,-18.9,,,,2016-03-26 00:00:00,2016-03-26 11:00:00
BRW,2016,3,26,12,201,3.4,100,1006.54,-19.0,-18.8,,,,2016-03-26 00:00:00,2016-03-26 12:00:00
BRW,2016,3,26,13,196,2.5,100,1006.49,-19.4,-18.6,,,,2016-03-26 00:00:00,2016-03-26 13:00:00
BRW,2016,3,26,14,163,2.4,98,1006.58,-20.1,-19.0,,,,2016-03-26 00:00:00,2016-03-26 14:00:00
BRW,2016,3,26,15,172,2.9,99,1006.51,-20.5,-19.0,,,,2016-03-26 00:00:00,2016-03-26 15:00:00
BRW,2016,3,26,16,180,2.5,100,1006.56,-20.7,-19.2,,,,2016-03-26 00:00:00,2016-03-26 16:00:00
BRW,2016,3,26,17,184,2.5,100,1006.63,-20.8,-19.2,,,,2016-03-26 00:00:00,2016-03-26 17:00:00
BRW,2016,3,26,18,203,2.0,100,1006.71,-20.4,-19.4,,,,2016-03-26 00:00:00,2016-03-26 18:00:00
BRW,2016,3,26,19,239,3.4,92,1006.68,-18.6,-18.4,,,,2016-03-26 00:00:00,2016-03-26 19:00:00
BRW,2016,3,26,20,294,2.8,100,1006.61,-17.1,-16.9,,,,2016-03-26 00:00:00,2016-03-26 20:00:00
BRW,2016,3,26,21,302,3.1,100,1006.72,-16.8,-16.8,,,,2016-03-26 00:00:00,2016-03-26 21:00:00
BRW,2016,3,26,22,298,3.6,100,1006.92,-17.1,-17.2,,,,2016-03-26 00:00:00,2016-03-26 22:00:00
BRW,2016,3,26,23,326,3.1,96,1007.11,-17.5,-17.5,,,,2016-03-26 00:00:00,2016-03-26 23:00:00
