station,year,month,day,hour,wind_direction,wind_speed,wind_steadiness,pressure,temperature_at_2m,temperature_at_10m,temperature_at_top,relative_humidity,precipitation,date,timestamp
BRW,2016,5,10,0,109,7.8,100,1017.17,-2.9,-2.9,,,,2016-05-10 00:00:00,2016-05-10 00:00:00
BRW,2016,5,10,1,115,8.2,100,1017.02,-2.3,-2.5,,,,2016-05-10 00:00:00,2016-05-10 01:00:00
BRW,2016,5,10,2,121,7.4,100,1017.21,-2.2,-2.3,,,,2016-05-10 00:00:00,2016-05-10 02:00:00
BRW,2016,5,10,3,119,7.0,100,1017.41,-2.1,-2.2,,,,2016-05-10 00:00:00,2016-05-10 03:00:00
BRW,2016,5,10,4,117,6.0,100,1017.6,-2.1,-2.2,,,,2016-05-10 00:00:00,2016-05-10 04:00:00
BRW,2016,5,10,5,116,5.8,100,1017.94,-1.9,-1.9,,,,2016-05-10 00:00:00,2016-05-10 05:00:00
BRW,2016,5,10,6,114,5.2,100,1018.11,-2.5,-2.1,,,,2016-05-10 00:00:00,2016-05-10 06:00:00
BRW,2016,5,10,7,110,5.2,100,1018.37,-3.6,-2.9,,,,2016-05-10 00:00:00,2016-05-10 07:00:00
BRW,2016,5,10,8,110,4.9,100,1018.77,-5.0,-4.0,,,,2016-05-10 00:00:00,2016-05-10 08:00:00
BRW,2016,5,10,9,116,4.8,100,1019.27,-5.2,-4.6,,,,2016-05-10 00:00:00,2016-05-10 09:00:00
BRW,2016,5,10,10,118,4.7,100,1019.58,-4.5,-4.3,,,,2016-05-10 00:00:00,2016-05-10 10:00:00
BRW,2016,5,10,11,113,5.0,100,1019.58,-4.0,-3.9,,,,2016-05-10 00:00:00,2016-05-10 11:00:00
BRW,2016,5,10,12,117,5.2,100,1019.78,-3.8,-3.5,,,,2016-05-10 00:00:00,2016-05-10 12:00:00
BRW,2016,5,10,13,116,5.2,100,1020.05,-3.1,-3.0,,,,2016-05-10 00:00:00,2016-05-10 13:00:00
BRW,2016,5,10,14,108,5.7,100,1019.91,-2.5,-2.4,,,,2016-05-10 00:00:00,2016-05-10 14:00:00
BRW,2016,5,10,15,111,6.0,100,1019.86,-1.9,-1.9,,,,2016-05-10 00:00:00,2016-05-10 15:00:00
BRW,2016,5,10,16,121,6.0,100,1019.97,-1.1,-1.0,,,,2016-05-10 00:00:00,2016-05-10 16:00:00
BRW,2016,5,10,17,121,6.8,100,1019.79,-0.2,-0.1,,,,2016-05-10 00:00:00,2016-05-10 17:00:00
BRW,2016,5,10,18,124,6.9,100,1019.86,0.7,0.9,,,,2016-05-10 00:00:00,2016-05-10 18:00:00
BRW,2016,5,10,19,124,6.9,100,1019.94,1.5,1.8,,,,2016-05-10 00:00:00,2016-05-10 19:00:00
BRW,2016,5,10,20,124,7.0,100,1020.06,1.6,1.9,,,,2016-05-10 00:00:00,2016-05-10 20:00:00
BRW,2016,5,10,21,124,7.2,100,1019.92,1.5,2.0,,,,2016-05-10 00:00:00,2016-05-10 21:00:00
BRW,2016,5,10,22,125,7.0,100,1019.97,1.6,2.1,,,,2016-05-10 00:00:00,2016-05-10 22:00:00
BRW,2016,5,10,23,126,6.9,100,1019.98,1.5,1.9,,,,2016-05-10 00:00:00,2016-05-10 23:00:00
