station,year,month,day,hour,wind_direction,wind_speed,wind_steadiness,pressure,temperature_at_2m,temperature_at_10m,temperature_at_top,relative_humidity,precipitation,date,timestamp
BRW,2016,5,22,0,48,6.2,100,1006.77,-1.5,-2.4,,,,2016-05-22 00:00:00,2016-05-22 00:00:00
BRW,2016,5,22,1,57,6.7,100,1006.64,-0.9,-1.9,,,,2016-05-22 00:00:00,2016-05-22 01:00:00
BRW,2016,5,22,2,68,7.0,100,1006.55,-1.2,-1.7,,,,2016-05-22 00:00:00,2016-05-22 02:00:00
BRW,2016,5,22,3,71,6.5,100,1006.46,-1.0,-1.3,,,,2016-05-22 00:00:00,2016-05-22 03:00:00
BRW,2016,5,22,4,68,5.1,100,1006.45,-0.6,-0.9,,,,2016-05-22 00:00:00,2016-05-22 04:00:00
BRW,2016,5,22,5,71,5.5,100,1006.1,-0.1,-0.5,,,,2016-05-22 00:00:00,2016-05-22 05:00:00
BRW,2016,5,22,6,81,6.1,100,1006.09,-0.1,-0.3,,,,2016-05-22 00:00:00,2016-05-22 06:00:00
BRW,2016,5,22,7,89,6.1,100,1006.28,0.0,0.0,,,,2016-05-22 00:00:00,2016-05-22 07:00:00
BRW,2016,5,22,8,88,5.4,100,1006.7,0.0,0.0,,,,2016-05-22 00:00:00,2016-05-22 08:00:00
BRW,2016,5,22,9,88,5.9,100,1006.75,0.0,0.0,,,,2016-05-22 00:00:00,2016-05-22 09:00:00
BRW,2016,5,22,10,94,5.9,100,1006.92,-0.0,0.0,,,,2016-05-22 00:00:00,2016-05-22 10:00:00
BRW,2016,5,22,11,94,5.6,100,1006.88,-0.1,0.0,,,,2016-05-22 00:00:00,2016-05-22 11:00:00
BRW,2016,5,22,12,103,5.8,100,1007.02,0.0,0.1,,,,2016-05-22 00:00:00,2016-05-22 12:00:00
BRW,2016,5,22,13,99,5.1,100,1007.19,0.0,0.2,,,,2016-05-22 00:00:00,2016-05-22 13:00:00
BRW,2016,5,22,14,111,4.7,100,1007.66,0.1,0.2,,,,2016-05-22 00:00:00,2016-05-22 14:00:00
BRW,2016,5,22,15,114,4.6,100,1007.96,0.0,0.1,,,,2016-05-22 00:00:00,2016-05-22 15:00:00
BRW,2016,5,22,16,116,4.5,99,1008.21,-0.1,-0.1,,,,2016-05-22 00:00:00,2016-05-22 16:00:00
BRW,2016,5,22,17,120,4.2,99,1008.58,-0.0,-0.1,,,,2016-05-22 00:00:00,2016-05-22 17:00:00
BRW,2016,5,22,18,119,4.4,100,1008.92,0.0,-0.1,,,,2016-05-22 00:00:00,2016-05-22 18:00:00
BRW,2016,5,22,19,118,4.0,100,1009.43,0.1,0.0,,,,2016-05-22 00:00:00,2016-05-22 19:00:00
BRW,2016,5,22,20,140,2.6,95,1009.81,0.9,0.8,,,,2016-05-22 00:00:00,2016-05-22 20:00:00
BRW,2016,5,22,21,108,2.9,99,1009.98,1.1,0.9,,,,2016-05-22 00:00:00,2016-05-22 21:00:00
BRW,2016,5,22,22,121,2.4,73,1010.2,0.7,0.5,,,,2016-05-22 00:00:00,2016-05-22 22:00:00
BRW,2016,5,22,23,268,1.9,99,1010.5,0.3,0.1,,,,2016-05-22 00:00:00,2016-05-22 23:00:00
