station,year,month,day,hour,wind_direction,wind_speed,wind_steadiness,pressure,temperature_at_2m,temperature_at_10m,temperature_at_top,relative_humidity,precipitation,date,timestamp
BRW,2016,5,3,0,46,4.6,100,1012.57,-3.1,-3.1,,,,2016-05-03 00:00:00,2016-05-03 00:00:00
BRW,2016,5,3,1,41,4.7,100,1012.37,-2.8,-2.7,,,,2016-05-03 00:00:00,2016-05-03 01:00:00
BRW,2016,5,3,2,50,4.0,97,1012.27,-2.6,-2.5,,,,2016-05-03 00:00:00,2016-05-03 02:00:00
BRW,2016,5,3,3,105,5.7,99,1012.31,-2.7,-2.6,,,,2016-05-03 00:00:00,2016-05-03 03:00:00
BRW,2016,5,3,4,99,4.2,99,1012.5,-3.1,-3.0,,,,2016-05-03 00:00:00,2016-05-03 04:00:00
BRW,2016,5,3,5,85,2.7,100,1012.37,-3.0,-2.8,,,,2016-05-03 00:00:00,2016-05-03 05:00:00
BRW,2016,5,3,6,51,2.8,98,1012.42,-3.1,-3.0,,,,2016-05-03 00:00:00,2016-05-03 06:00:00
BRW,2016,5,3,7,31,3.2,100,1012.49,-3.1,-2.7,,,,2016-05-03 00:00:00,2016-05-03 07:00:00
BRW,2016,5,3,8,51,4.0,98,1012.41,-2.7,-2.3,,,,2016-05-03 00:00:00,2016-05-03 08:00:00
BRW,2016,5,3,9,86,6.3,99,1012.54,-2.5,-2.3,,,,2016-05-03 00:00:00,2016-05-03 09:00:00
BRW,2016,5,3,10,87,6.5,100,1012.69,-3.2,-3.0,,,,2016-05-03 00:00:00,2016-05-03 10:00:00
BRW,2016,5,3,11,90,5.8,100,1012.84,-3.4,-3.3,,,,2016-05-03 00:00:00,2016-05-03 11:00:00
BRW,2016,5,3,12,72,5.7,100,1012.91,-3.6,-3.5,,,,2016-05-03 00:00:00,2016-05-03 12:00:00
BRW,2016,5,3,13,72,4.8,100,1012.92,-3.9,-3.7,,,,2016-05-03 00:00:00,2016-05-03 13:00:00
BRW,2016,5,3,14,74,4.5,100,1012.81,-3.9,-3.7,,,,2016-05-03 00:00:00,2016-05-03 14:00:00
BRW,2016,5,3,15,77,5.1,99,1012.77,-4.1,-4.0,,,,2016-05-03 00:00:00,2016-05-03 15:00:00
BRW,2016,5,3,16,84,4.9,99,1012.81,-4.1,-4.0,,,,2016-05-03 00:00:00,2016-05-03 16:00:00
BRW,2016,5,3,17,85,3.1,100,1012.67,-4.0,-3.9,,,,2016-05-03 00:00:00,2016-05-03 17:00:00
BRW,2016,5,3,18,62,3.8,99,1012.77,-3.7,-3.6,,,,2016-05-03 00:00:00,2016-05-03 18:00:00
BRW,2016,5,3,19,50,4.8,100,1012.79,-3.6,-3.6,,,,2016-05-03 00:00:00,2016-05-03 19:00:00
BRW,2016,5,3,20,58,5.3,100,1012.77,-3.5,-3.6,,,,2016-05-03 00:00:00,2016-05-03 20:00:00
BRW,2016,5,3,21,58,5.4,100,1012.77,-3.4,-3.6,,,,2016-05-03 00:00:00,2016-05-03 21:00:00
BRW,2016,5,3,22,63,4.9,100,1012.76,-3.3,-3.5,,,,2016-05-03 00:00:00,2016-05-03 22:00:00
BRW,2016,5,3,23,62,4.8,100,1012.76,-3.3,-3.5,,,,2016-05-03 00:00:00,2016-05-03 23:00:00
