station,year,month,day,hour,wind_direction,wind_speed,wind_steadiness,pressure,temperature_at_2m,temperature_at_10m,temperature_at_top,relative_humidity,precipitation,date,timestamp
BRW,2016,4,15,0,72,12.0,100,1022.47,-9.1,-9.0,,,,2016-04-15 00:00:00,2016-04-15 00:00:00
BRW,2016,4,15,1,73,11.3,100,1022.4,-9.1,-9.1,,,,2016-04-15 00:00:00,2016-04-15 01:00:00
BRW,2016,4,15,2,73,10.5,100,1022.48,-9.5,-9.3,,,,2016-04-15 00:00:00,2016-04-15 02:00:00
BRW,2016,4,15,3,71,9.9,100,1022.59,-9.6,-9.3,,,,2016-04-15 00:00:00,2016-04-15 03:00:00
BRW,2016,4,15,4,71,9.7,100,1022.61,-10.0,-9.6,,,,2016-04-15 00:00:00,2016-04-15 04:00:00
BRW,2016,4,15,5,69,8.4,100,1022.71,-11.0,-10.4,,,,2016-04-15 00:00:00,2016-04-15 05:00:00
BRW,2016,4,15,6,69,8.6,100,1022.76,-11.7,-11.0,,,,2016-04-15 00:00:00,2016-04-15 06:00:00
BRW,2016,4,15,7,66,8.6,100,1023.01,-12.3,-11.5,,,,2016-04-15 00:00:00,2016-04-15 07:00:00
BRW,2016,4,15,8,63,7.1,100,1023.24,-13.3,-12.2,,,,2016-04-15 00:00:00,2016-04-15 08:00:00
BRW,2016,4,15,9,59,7.5,100,1023.38,-13.6,-12.5,,,,2016-04-15 00:00:00,2016-04-15 09:00:00
BRW,2016,4,15,10,56,7.0,100,1023.38,-14.2,-13.1,,,,2016-04-15 00:00:00,2016-04-15 10:00:00
BRW,2016,4,15,11,58,7.7,100,1023.34,-14.4,-13.5,,,,2016-04-15 00:00:00,2016-04-15 11:00:00
BRW,2016,4,15,12,56,7.2,100,1023.17,-14.9,-13.8,,,,2016-04-15 00:00:00,2016-04-15 12:00:00
BRW,2016,4,15,13,54,7.1,100,1023.11,-15.2,-14.3,,,,2016-04-15 00:00:00,2016-04-15 13:00:00
BRW,2016,4,15,14,58,6.7,100,1023.02,-15.5,-14.6,,,,2016-04-15 00:00:00,2016-04-15 14:00:00
BRW,2016,4,15,15,63,7.1,100,1023.09,-15.2,-14.8,,,,2016-04-15 00:00:00,2016-04-15 15:00:00
BRW,2016,4,15,16,62,8.7,100,1023.06,-14.7,-14.6,,,,2016-04-15 00:00:00,2016-04-15 16:00:00
BRW,2016,4,15,17,73,8.6,98,1023.15,-14.7,-14.6,,,,2016-04-15 00:00:00,2016-04-15 17:00:00
BRW,2016,4,15,18,83,9.6,100,1023.47,-14.6,-14.5,,,,2016-04-15 00:00:00,2016-04-15 18:00:00
BRW,2016,4,15,19,83,9.6,100,1023.67,-14.1,-14.2,,,,2016-04-15 00:00:00,2016-04-15 19:00:00
BRW,2016,4,15,20,84,9.6,100,1023.71,-14.4,-14.5,,,,2016-04-15 00:00:00,2016-04-15 20:00:00
BRW,2016,4,15,21,86,9.6,99,1024.01,-14.8,-14.9,,,,2016-04-15 00:00:00,2016-04-15 21:00:00
BRW,2016,4,15,22,84,9.3,100,1024.52,-15.0,-15.1,,,,2016-04-15 00:00:00,2016-04-15 22:00:00
BRW,2016,4,15,23,87,9.5,100,1024.55,-14.9,-14.9,,,,2016-04-15 00:00:00,2016-04-15 23:00:00
