station,year,month,day,hour,wind_direction,wind_speed,wind_steadiness,pressure,temperature_at_2m,temperature_at_10m,temperature_at_top,relative_humidity,precipitation,date,timestamp
BRW,2016,4,22,0,87,12.4,100,1023.19,-6.3,-6.1,,,,2016-04-22 00:00:00,2016-04-22 00:00:00
BRW,2016,4,22,1,86,12.1,100,1022.77,-6.1,-6.0,,,,2016-04-22 00:00:00,2016-04-22 01:00:00
BRW,2016,4,22,2,85,12.2,100,1022.3,-6.5,-6.2,,,,2016-04-22 00:00:00,2016-04-22 02:00:00
BRW,2016,4,22,3,83,11.9,100,1021.82,-6.5,-6.3,,,,2016-04-22 00:00:00,2016-04-22 03:00:00
BRW,2016,4,22,4,79,10.3,100,1021.22,-6.8,-6.5,,,,2016-04-22 00:00:00,2016-04-22 04:00:00
BRW,2016,4,22,5,73,8.6,100,1020.79,-7.6,-7.1,,,,2016-04-22 00:00:00,2016-04-22 05:00:00
BRW,2016,4,22,6,70,8.1,100,1020.33,-8.5,-7.7,,,,2016-04-22 00:00:00,2016-04-22 06:00:00
BRW,2016,4,22,7,71,8.2,100,1019.92,-9.0,-8.1,,,,2016-04-22 00:00:00,2016-04-22 07:00:00
BRW,2016,4,22,8,76,9.7,100,1019.61,-8.7,-7.9,,,,2016-04-22 00:00:00,2016-04-22 08:00:00
BRW,2016,4,22,9,80,10.5,100,1019.37,-8.8,-8.1,,,,2016-04-22 00:00:00,2016-04-22 09:00:00
BRW,2016,4,22,10,80,10.5,100,1019.06,-9.1,-8.3,,,,2016-04-22 00:00:00,2016-04-22 10:00:00
BRW,2016,4,22,11,80,10.1,100,1018.62,-9.3,-8.6,,,,2016-04-22 00:00:00,2016-04-22 11:00:00
BRW,2016,4,22,12,72,8.2,100,1018.29,-10.2,-9.4,,,,2016-04-22 00:00:00,2016-04-22 12:00:00
BRW,2016,4,22,13,70,7.6,100,1017.84,-11.0,-10.0,,,,2016-04-22 00:00:00,2016-04-22 13:00:00
BRW,2016,4,22,14,68,8.0,100,1017.54,-10.9,-10.0,,,,2016-04-22 00:00:00,2016-04-22 14:00:00
BRW,2016,4,22,15,67,7.6,100,1017.16,-10.6,-9.9,,,,2016-04-22 00:00:00,2016-04-22 15:00:00
BRW,2016,4,22,16,69,8.0,100,1016.69,-10.0,-9.5,,,,2016-04-22 00:00:00,2016-04-22 16:00:00
BRW,2016,4,22,17,70,8.3,100,1016.38,-9.0,-8.9,,,,2016-04-22 00:00:00,2016-04-22 17:00:00
BRW,2016,4,22,18,71,8.2,100,1016.13,-8.3,-8.4,,,,2016-04-22 00:00:00,2016-04-22 18:00:00
BRW,2016,4,22,19,71,8.8,100,1015.9,-7.8,-7.9,,,,2016-04-22 00:00:00,2016-04-22 19:00:00
BRW,2016,4,22,20,73,9.6,100,1015.67,-7.2,-7.4,,,,2016-04-22 00:00:00,2016-04-22 20:00:00
BRW,2016,4,22,21,75,9.9,100,1015.34,-6.8,-7.0,,,,2016-04-22 00:00:00,2016-04-22 21:00:00
BRW,2016,4,22,22,76,10.2,100,1015.03,-6.5,-6.6,,,,2016-04-22 00:00:00,2016-04-22 22:00:00
BRW,2016,4,22,23,74,9.6,100,1014.72,-6.2,-6.2,,,,2016-04-22 00:00:00,2016-04-22 23:00:00
