station,year,month,day,hour,wind_direction,wind_speed,wind_steadiness,pressure,temperature_at_2m,temperature_at_10m,temperature_at_top,relative_humidity,precipitation,date,timestamp
BRW,2016,5,14,0,247,8.7,100,1026.52,3.8,4.1,,,,2016-05-14 00:00:00,2016-05-14 00:00:00
BRW,2016,5,14,1,242,10.2,100,1025.94,3.3,3.8,,,,2016-05-14 00:00:00,2016-05-14 01:00:00
BRW,2016,5,14,2,241,10.1,100,1025.66,2.7,3.1,,,,2016-05-14 00:00:00,2016-05-14 02:00:00
BRW,2016,5,14,3,237,10.2,100,1025.14,2.5,3.0,,,,2016-05-14 00:00:00,2016-05-14 03:00:00
BRW,2016,5,14,4,239,10.0,100,1024.53,2.6,3.1,,,,2016-05-14 00:00:00,2016-05-14 04:00:00
BRW,2016,5,14,5,255,9.8,99,1024.56,1.5,1.8,,,,2016-05-14 00:00:00,2016-05-14 05:00:00
BRW,2016,5,14,6,264,9.1,100,1024.82,-0.3,-0.3,,,,2016-05-14 00:00:00,2016-05-14 06:00:00
BRW,2016,5,14,7,262,8.2,100,1025.02,-0.4,-0.3,,,,2016-05-14 00:00:00,2016-05-14 07:00:00
BRW,2016,5,14,8,262,7.8,100,1025.1,-0.3,-0.2,,,,2016-05-14 00:00:00,2016-05-14 08:00:00
BRW,2016,5,14,9,261,7.2,100,1025.07,-0.4,-0.3,,,,2016-05-14 00:00:00,2016-05-14 09:00:00
BRW,2016,5,14,10,279,6.4,99,1025.32,-0.7,-0.5,,,,2016-05-14 00:00:00,2016-05-14 10:00:00
BRW,2016,5,14,11,289,6.4,99,1025.73,-1.2,-1.1,,,,2016-05-14 00:00:00,2016-05-14 11:00:00
BRW,2016,5,14,12,282,6.7,99,1026.08,-1.6,-1.5,,,,2016-05-14 00:00:00,2016-05-14 12:00:00
BRW,2016,5,14,13,296,6.6,100,1026.47,-2.2,-2.2,,,,2016-05-14 00:00:00,2016-05-14 13:00:00
BRW,2016,5,14,14,294,6.0,100,1026.81,-1.8,-1.8,,,,2016-05-14 00:00:00,2016-05-14 14:00:00
BRW,2016,5,14,15,292,6.2,100,1026.98,-1.5,-1.6,,,,2016-05-14 00:00:00,2016-05-14 15:00:00
BRW,2016,5,14,16,292,6.7,100,1027.06,-1.4,-1.6,,,,2016-05-14 00:00:00,2016-05-14 16:00:00
BRW,2016,5,14,17,299,5.4,99,1027.12,-1.3,-1.5,,,,2016-05-14 00:00:00,2016-05-14 17:00:00
BRW,2016,5,14,18,297,4.6,99,1027.15,-1.1,-1.3,,,,2016-05-14 00:00:00,2016-05-14 18:00:00
BRW,2016,5,14,19,316,4.5,100,1027.35,-1.1,-1.5,,,,2016-05-14 00:00:00,2016-05-14 19:00:00
BRW,2016,5,14,20,317,5.3,100,1027.52,-0.9,-1.3,,,,2016-05-14 00:00:00,2016-05-14 20:00:00
BRW,2016,5,14,21,302,4.8,100,1027.53,-0.8,-1.2,,,,2016-05-14 00:00:00,2016-05-14 21:00:00
BRW,2016,5,14,22,320,4.1,100,1027.58,-0.8,-1.1,,,,2016-05-14 00:00:00,2016-05-14 22:00:00
BRW,2016,5,14,23,326,4.0,99,1027.53,-0.6,-0.9,,,,2016-05-14 00:00:00,2016-05-14 23:00:00
